"ID","Untreated_1","Untreated_3","Untreated_4","RNAi_1","RNAi_3","RNAi_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBtr0085209",254.284888267644,226.666507915846,276.476432014882,66.5006399504938,93.1392657099299,102.417976774584,0.00901568831691,-1.54798917711848,0.000195485245129283,0.341986391496547,2.04500111078026
"FBtr0088996",631.673731718495,576.121400888419,722.078975193154,264.516858184489,260.653554444418,334.080736169149,0.00865562176468616,-1.17163749499437,0.000170715847435494,0.443917197395759,2.06270172972118
"FBtr0303857",13372.1464368119,15403.2869342622,11744.2138076145,6472.4445984235,5985.79506560075,4972.08539225669,0.00730504233667955,-1.21624797555292,0.000123153641055159,0.430400609024313,2.13637726275049
"FBtr0310034",171.836648994755,190.121869206416,162.40474528912,89.2886693411565,81.5227128168498,79.2658828805993,0.00925862634770198,-1.06840271640061,0.000210117381555409,0.476846648891917,2.03345344246124
"FBtr0072967",103.69545647402,111.707294400229,100.244540307516,39.0884349569917,45.9430984259698,37.6932987727208,0.00889508746690647,-1.36238942065195,0.000190526800597972,0.388937589806886,2.05084977706763
"FBtr0334309",408.250136794933,324.489951501688,394.189325322553,60.0763152894622,128.641996703757,80.7272520500469,0.00940070838523016,-2.12607270363845,0.000214530357612244,0.229080616515594,2.02683941914446
"FBtr0310653",101.772941805943,113.717251507559,92.5279380171652,15.8509428252497,11.7639616886075,19.5976722309255,0.00652529701271417,-2.75679652240105,8.62119650835869e-05,0.147952243420759,2.1853997157066
"FBtr0302592",320.850922305136,347.555308285174,270.053362320322,124.505780883586,111.945329864943,146.714651182403,0.00970951073503835,-1.29236265495725,0.000234158332218918,0.408281851514091,2.01280265376105
"FBtr0111030",2445.8101044617,2282.64667485811,1827.43323604873,281.26584025043,540.907551621556,581.342259021377,0.00868051519584928,-2.28213453408323,0.000176145481880499,0.205593344309982,2.06145449831723
"FBtr0336759",728.443072123222,893.169712039177,726.017389059343,120.537858854101,45.5843499266642,156.007570338583,0.00976094659455309,-3.03502483761818,0.000239660730118049,0.122001869679507,2.01050806339309
"FBtr0082139",319.890795565492,300.426205914232,251.37142034602,64.0335258513926,103.266465411227,102.619032584491,0.00994369813855816,-1.7122957694636,0.00024824868353032,0.305174057480021,2.00245206806998
"FBtr0072087",952.660086563015,1317.15920887415,947.401979147548,389.330270892273,249.368305580233,298.438729542789,0.00907967893343256,-1.78629731263441,0.000197927733577207,0.289915161343181,2.04192950829652
"FBtr0081352",477.410700114872,679.177358035467,468.372265875648,169.535131810982,121.374492999679,130.920481149076,0.00976094659455309,-1.93983813493774,0.000239286011693503,0.26064568205398,2.01050806339309
"FBtr0072864",2084.94571262679,2296.68707072282,2523.38318348841,1179.60919467959,977.070517256798,1281.92818600653,0.00868218618111362,-1.00989724168489,0.000177127908228892,0.496581616297135,2.06137090537093
"FBtr0088224",668.158150367587,547.446296553185,622.032892601135,317.184680616273,228.857288208251,215.170244270836,0.00976094659455309,-1.28773320960465,0.000239928855587732,0.409594086117457,2.01050806339309
"FBtr0088774",3694.25786042618,4828.83479372507,4211.60411480268,2217.97662351063,1889.92229133354,1704.65327890561,0.00868051519584928,-1.13081573627474,0.000174192210010827,0.45665744642978,2.06145449831723
"FBtr0087307",1070.58311914035,1276.2524175949,1257.40422840614,532.419827857148,503.978194935191,334.527246192776,0.00983231128202019,-1.41852475461663,0.000243026342453372,0.374094651684299,2.0073443805362
"FBtr0303387",27026.3151919556,31412.7332645871,23149.8841865975,14508.6000775755,12356.4163320307,12246.2630582251,0.00907967893343256,-1.05343209568369,0.000198020686012658,0.481820574150547,2.04192950829652
"FBtr0301500",153.79093871737,197.195298751923,176.695687346113,26.2709871758478,9.80692582295794,8.85314892183166,0.00859880154275591,-3.76767472974409,0.000169051601226189,0.0734204247156926,2.06556207429566
"FBtr0085997",58.9280120966143,61.41587687136,52.0544887732622,4.52656815383996,7.26096580739218,6.30393319712808,0.00786805567218657,-3.25821053930204,0.000143371265595159,0.104515546428892,2.10413257579415
